entry_id,contest_id,contest_name,QB,RB,RB,WR,WR,WR,TE,FLEX,DEF,,Instructions,,,,,,,,,,,,,,,,,,,
2995250615,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-91591,84056-54140,84056-86055,84056-169776,84056-53681,84056-83083,84056-91047,84056-40442,84056-12545,,84056-79970:Cooper Kupp,84056-79970,WR,Cooper,Cooper Kupp,Kupp,18.21111043,9,5000,SEA@LAR,LAR,SEA,4,IR,Ankle,,,,WR/FLEX,
2995250625,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-53095,84056-40442,84056-89956,84056-53681,84056-56250,84056-60858,84056-41872,84056-103564,84056-12534,,84056-86192:KJ Hamler,84056-86192,WR,KJ,KJ Hamler,Hamler,3.71666654,6,5000,DEN@BAL,DEN,BAL,1,IR,Hamstring,,,,WR/FLEX,
2995250635,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-40442,84056-52451,84056-56698,84056-89981,84056-91419,84056-33076,84056-103252,84056-12548,,84056-28900:Melvin Gordon III,84056-28900,RB,Melvin,Melvin Gordon III,Gordon III,7.459999847,10,5000,KC@CIN,KC,CIN,4,,,,,,RB/FLEX,
2995250639,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-92020,84056-40442,84056-73273,84056-41305,84056-60858,84056-86997,84056-91047,84056-39280,84056-12528,,84056-12529:Cleveland Browns,84056-12529,D,Cleveland,Cleveland Browns,Browns,3.818181818,11,5000,CLE@HOU,CLE,HOU,1,,,,,,DEF,
2995250645,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-45859,84056-39280,84056-90912,84056-29253,84056-45889,84056-87418,84056-88297,84056-103252,84056-12555,,84056-102729:Snoop Conner,84056-102729,RB,Snoop,Snoop Conner,Conner,1.100000024,1,5000,JAC@DET,JAC,DET,1,,,,,,RB/FLEX,
2995250656,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-92020,84056-40442,84056-45229,84056-45889,84056-56250,84056-89981,84056-86244,84056-40647,84056-12555,,84056-102893:Tyrion Davis-Price,84056-102893,RB,Tyrion,Tyrion Davis-Price,Davis-Price,1.850000024,2,5000,MIA@SF,SF,MIA,4,,,,,,RB/FLEX,
2995250662,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-63336,84056-54608,84056-92575,84056-40669,84056-53681,84056-56809,84056-86244,84056-54140,84056-12555,,84056-57909:Marlon Mack,84056-57909,RB,Marlon,Marlon Mack,Mack,0.850000024,2,5000,DEN@BAL,DEN,BAL,1,,,,,,RB/FLEX,
2995250671,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-22038,84056-103252,84056-73273,84056-41305,84056-85798,84056-86997,84056-71706,84056-29253,84056-12545,,84056-6739:DeSean Jackson,84056-6739,WR,DeSean,DeSean Jackson,Jackson,5.25,2,5000,DEN@BAL,BAL,DEN,1,,,,,,WR/FLEX,
2995250675,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-39280,84056-90575,84056-40669,84056-55987,84056-91419,84056-86244,84056-104433,84056-12555,,84056-57986:Hunter Renfrow,84056-57986,WR,Hunter,Hunter Renfrow,Renfrow,4.616666794,6,5000,LAC@LV,LV,LAC,4,IR,Oblique,,,,WR/FLEX,
2995250686,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-63115,84056-54608,84056-80001,84056-29253,84056-6739,84056-85671,84056-57299,84056-40442,84056-12532,,84056-72412:Khalil Herbert,84056-72412,RB,Khalil,Khalil Herbert,Herbert,10.35,10,5000,GB@CHI,CHI,GB,1,IR,Hip,,,,RB/FLEX,
2995250693,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-63336,84056-55050,84056-89956,84056-40647,84056-40669,84056-85701,84056-60712,84056-104433,84056-12534,,84056-86780:Salvon Ahmed,84056-86780,RB,Salvon,Salvon Ahmed,Ahmed,0.649999976,2,5000,MIA@SF,MIA,SF,4,,,,,,RB/FLEX,
2995250701,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-45631,84056-54140,84056-103564,84056-60858,84056-72846,84056-88297,84056-45229,84056-12548,,84056-72453:Denzel Mims,84056-72453,WR,Denzel,Denzel Mims,Mims,3.459999847,5,5000,NYJ@MIN,NYJ,MIN,1,,,,,,WR/FLEX,
2995250711,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-45631,84056-52808,84056-83083,84056-85671,84056-90576,84056-86244,84056-39280,84056-12532,,84056-27441:Damien Williams,84056-27441,RB,Damien,Damien Williams,Williams,0.200000003,1,5000,PIT@ATL,ATL,PIT,1,IR,Ribs,,,,RB/FLEX,
2995250719,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69189,84056-55165,84056-64401,84056-41305,84056-45889,84056-56018,84056-64031,84056-29253,84056-12534,,84056-91047:Cole Kmet,84056-91047,TE,Cole,Cole Kmet,Kmet,6.583333333,12,5000,GB@CHI,CHI,GB,1,,,,,,TE/FLEX,
2995250730,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-92020,84056-80001,84056-86055,84056-45439,84056-45889,84056-64581,84056-86244,84056-40442,84056-12549,,84056-72627:Patrick Taylor,84056-72627,RB,Patrick,Patrick Taylor,Taylor,4.050000191,4,5000,GB@CHI,GB,CHI,1,,,,,,RB/FLEX,
2995250743,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-63115,84056-39280,84056-40442,84056-71032,84056-85671,84056-87418,84056-71705,84056-103564,84056-12528,,84056-54244:Kenny Golladay,84056-54244,WR,Kenny,Kenny Golladay,Golladay,1.419999981,5,5000,WAS@NYG,NYG,WAS,1,NA,Illness,,,,WR/FLEX,
2995250751,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-104433,84056-63050,84056-31001,84056-72846,84056-85671,84056-71706,84056-103252,84056-12537,,84056-60451:Tyler Conklin,84056-60451,TE,Tyler,Tyler Conklin,Conklin,6.836363359,11,5000,NYJ@MIN,NYJ,MIN,1,,,,,,TE/FLEX,
2995250761,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-21948,84056-54140,84056-55050,84056-66008,84056-86997,84056-90576,84056-88297,84056-55987,84056-12555,,84056-72776:Alexander Mattison,84056-72776,RB,Alexander,Alexander Mattison,Mattison,4.263636502,11,5000,NYJ@MIN,MIN,NYJ,1,,,,,,RB/FLEX,
2995250768,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-22038,84056-104433,84056-39280,84056-45439,84056-85671,84056-90576,84056-71705,84056-103342,84056-12525,,84056-52345:Brandon Powell,84056-52345,WR,Brandon,Brandon Powell,Powell,1.581818147,11,5000,SEA@LAR,LAR,SEA,4,,,,,,WR/FLEX,
2995250775,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-45631,84056-55050,84056-60858,84056-73048,84056-90576,84056-41872,84056-104433,84056-12527,,84056-83074:Dallas Goedert,84056-83074,TE,Dallas,Dallas Goedert,Goedert,10.21111128,9,5000,TEN@PHI,PHI,TEN,1,IR,Shoulder,,,,TE/FLEX,
2995250784,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-40442,84056-73273,84056-40647,84056-45889,84056-90576,84056-57299,84056-34331,84056-12538,,84056-40126:Austin Hooper,84056-40126,TE,Austin,Austin Hooper,Hooper,4.518181888,11,5000,TEN@PHI,TEN,PHI,1,,,,,,TE/FLEX,
2995250792,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-53331,84056-55050,84056-73273,84056-56250,84056-60858,84056-73048,84056-70601,84056-40442,84056-12547,,84056-64905:Trenton Irwin,84056-64905,WR,Trenton,Trenton Irwin,Irwin,5.125,4,5000,KC@CIN,CIN,KC,4,,,,,,WR/FLEX,
2995250805,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-45859,84056-54140,84056-80001,84056-52613,84056-90576,84056-93055,84056-57299,84056-45889,84056-12525,,84056-112057:Jaylen Warren,84056-112057,RB,Jaylen,Jaylen Warren,Warren,4.070000076,10,5000,PIT@ATL,PIT,ATL,1,,,,,,RB/FLEX,
2995250815,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69189,84056-103342,84056-54140,84056-64496,84056-87418,84056-91419,84056-60451,84056-45889,84056-12555,,84056-114180:David Bell,84056-114180,WR,David,David Bell,Bell,2.689999962,10,5000,CLE@HOU,CLE,HOU,1,,,,,,WR/FLEX,
2995250822,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-40442,84056-73273,84056-110259,84056-70422,84056-72846,84056-41872,84056-103342,84056-12552,,84056-52808:Dontrell Hilliard,84056-52808,RB,Dontrell,Dontrell Hilliard,Hilliard,6.409999847,10,5000,TEN@PHI,TEN,PHI,1,,,,,,RB/FLEX,
2995250828,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-104433,84056-80001,84056-53681,84056-64841,84056-90576,84056-88297,84056-103342,84056-12528,,84056-61060:Devine Ozigbo,84056-61060,RB,Devine,Devine Ozigbo,Ozigbo,0.5,2,5000,DEN@BAL,DEN,BAL,1,,,,,,RB/FLEX,
2995250837,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-89951,84056-45631,84056-55050,84056-41305,84056-86997,84056-89981,84056-41872,84056-25267,84056-12534,,84056-69295:Byron Pringle,84056-69295,WR,Byron,Byron Pringle,Pringle,3.549999952,4,5000,GB@CHI,CHI,GB,1,,,,,,WR/FLEX,
2995250843,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-54608,84056-65724,84056-56250,84056-72846,84056-85671,84056-88297,84056-103342,84056-12527,,84056-26355:Logan Thomas,84056-26355,TE,Logan,Logan Thomas,Thomas,4.4375,8,5000,WAS@NYG,WAS,NYG,1,,,,,,TE/FLEX,
2995250849,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-6894,84056-55050,84056-73273,84056-29253,84056-45439,84056-60858,84056-80353,84056-54140,84056-12555,,84056-85762:Eno Benjamin,84056-85762,RB,Eno,Eno Benjamin,Benjamin,7.430000305,10,5000,CLE@HOU,HOU,CLE,1,,,,,,RB/FLEX,
2995250859,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-53331,84056-39280,84056-86055,84056-56250,84056-64496,84056-85671,84056-86244,84056-31001,84056-12534,,84056-71444:Travis Homer,84056-71444,RB,Travis,Travis Homer,Homer,4.616666794,6,5000,SEA@LAR,SEA,LAR,4,O,Illness,,,,RB/FLEX,
2995250871,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-53331,84056-55050,84056-63050,84056-56250,84056-60858,84056-86997,84056-71706,84056-54140,84056-12527,,84056-30678:Damiere Byrd,84056-30678,WR,Damiere,Damiere Byrd,Byrd,5.628571647,7,5000,PIT@ATL,ATL,PIT,1,,,,,,WR/FLEX,
2995250890,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-92020,84056-80001,84056-86055,84056-40647,84056-40669,84056-85671,84056-86244,84056-45631,84056-12527,,84056-53303:Matt Breida,84056-53303,RB,Matt,Matt Breida,Breida,2.64545458,11,4900,WAS@NYG,NYG,WAS,1,,,,,,RB/FLEX,
2995250895,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-89951,84056-40442,84056-86055,84056-31001,84056-60858,84056-86997,84056-86244,84056-110259,84056-12548,,84056-104577:Gunner Olszewski,84056-104577,WR,Gunner,Gunner Olszewski,Olszewski,0.8125,8,4900,PIT@ATL,PIT,ATL,1,,,,,,WR/FLEX,
2995250900,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-45859,84056-39280,84056-80001,84056-25813,84056-29253,84056-90576,84056-60712,84056-103564,84056-12528,,84056-69860:Trayveon Williams,84056-69860,RB,Trayveon,Trayveon Williams,Williams,2.700000048,2,4900,KC@CIN,CIN,KC,4,,,,,,RB/FLEX,
2995250909,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-54879,84056-40442,84056-90933,84056-60858,84056-85671,84056-91419,84056-57299,84056-31001,84056-12548,,84056-94625:Jalen Reagor,84056-94625,WR,Jalen,Jalen Reagor,Reagor,1.372727307,11,4900,NYJ@MIN,MIN,NYJ,1,,,,,,WR/FLEX,
2995250914,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-80001,84056-90562,84056-40669,84056-53681,84056-83083,84056-86244,84056-103252,84056-12548,,84056-80353:Robert Tonyan,84056-80353,TE,Robert,Robert Tonyan,Tonyan,5.349999746,12,4900,GB@CHI,GB,CHI,1,,,,,,TE/FLEX,
2995250919,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-63336,84056-39280,84056-54140,84056-45439,84056-55987,84056-89981,84056-57299,84056-30989,84056-12532,,84056-41997:River Cracraft,84056-41997,WR,River,River Cracraft,Cracraft,3.633333206,6,4900,MIA@SF,MIA,SF,4,,,,,,WR/FLEX,
2995250922,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-34331,84056-40442,84056-56250,84056-63819,84056-85671,84056-71706,84056-40647,84056-12537,,84056-62505:MyCole Pruitt,84056-62505,TE,MyCole,MyCole Pruitt,Pruitt,3.8,5,4900,PIT@ATL,ATL,PIT,1,,,,,,TE/FLEX,
2995250929,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-21948,84056-52451,84056-54140,84056-56250,84056-85671,84056-89981,84056-88297,84056-103564,84056-12548,,84056-89209:Trestan Ebner,84056-89209,RB,Trestan,Trestan Ebner,Ebner,0.742857116,7,4900,GB@CHI,CHI,GB,1,,,,,,RB/FLEX,
2995250934,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-63115,84056-40442,84056-58041,84056-56250,84056-60858,84056-89981,84056-52436,84056-41305,84056-12538,,84056-83083:Justin Watson,84056-83083,WR,Justin,Justin Watson,Watson,3.50909077,11,4900,KC@CIN,KC,CIN,4,,,,,,WR/FLEX,
2995250942,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-89951,84056-80001,84056-86055,84056-53681,84056-70422,84056-85798,84056-41872,84056-73273,84056-12525,,84056-25813:Phillip Dorsett II,84056-25813,WR,Phillip,Phillip Dorsett II,Dorsett II,3.022222307,9,4900,CLE@HOU,HOU,CLE,1,,,,,,WR/FLEX,
2995250950,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-92020,84056-55165,84056-80001,84056-45889,84056-88575,84056-90576,84056-86244,84056-39280,84056-12527,,84056-85306:KhaDarel Hodge,84056-85306,WR,KhaDarel,KhaDarel Hodge,Hodge,4.814285823,7,4900,PIT@ATL,ATL,PIT,1,,,,,,WR/FLEX,
2995250963,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-54604,84056-54140,84056-55165,84056-53681,84056-56250,84056-73048,84056-39793,84056-40442,84056-12537,,84056-64841:Equanimeous St. Brown,84056-64841,WR,Equanimeous,Equanimeous St. Brown,St. Brown,3.149999936,12,4900,GB@CHI,CHI,GB,1,,,,,,WR/FLEX,
2995250966,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-54604,84056-39280,84056-86055,84056-31001,84056-85671,84056-85798,84056-41872,84056-103564,84056-12528,,84056-54608:Jerick McKinnon,84056-54608,RB,Jerick,Jerick McKinnon,McKinnon,5.200000069,11,4900,KC@CIN,KC,CIN,4,,,,,,RB/FLEX,
2995250976,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-54879,84056-80001,84056-90933,84056-45889,84056-90576,84056-91419,84056-60712,84056-73273,84056-12528,,84056-93538:Dyami Brown,84056-93538,WR,Dyami,Dyami Brown,Brown,4.799999873,6,4900,WAS@NYG,WAS,NYG,1,,,,,,WR/FLEX,
2995250982,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-40442,84056-70383,84056-55987,84056-85701,84056-90576,84056-86244,84056-110246,84056-12548,,84056-71241:Brandon Johnson,84056-71241,WR,Brandon,Brandon Johnson,Johnson,4.349999905,2,4900,DEN@BAL,DEN,BAL,1,,,,,,WR/FLEX,
2995250989,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-30989,84056-80001,84056-14257,84056-45889,84056-55987,84056-86244,84056-103252,84056-12532,,84056-87662:Anthony Schwartz,84056-87662,WR,Anthony,Anthony Schwartz,Schwartz,3.3,5,4900,CLE@HOU,CLE,HOU,1,,,,,,WR/FLEX,
2995250999,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-54608,84056-90933,84056-114180,84056-45889,84056-72846,84056-57299,84056-39280,84056-12549,,84056-63186:James Proche II,84056-63186,WR,James,James Proche II,Proche II,2.075000048,4,4900,DEN@BAL,BAL,DEN,1,,,,,,WR/FLEX,
2995251007,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-89951,84056-40442,84056-54140,84056-57403,84056-86997,84056-87418,84056-41872,84056-103564,84056-12552,,84056-57338:Jordan Akins,84056-57338,TE,Jordan,Jordan Akins,Akins,5.611111111,9,4900,CLE@HOU,HOU,CLE,1,,,,,,TE/FLEX,
2995251016,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-63336,84056-54140,84056-55050,84056-40647,84056-83083,84056-85701,84056-52436,84056-45229,84056-12527,,84056-63591:Ronald Jones II,84056-63591,RB,Ronald,Ronald Jones II,Jones II,3.900000095,1,4800,KC@CIN,KC,CIN,4,,,,,,RB/FLEX,
2995251029,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-21948,84056-55050,84056-71845,84056-25267,84056-29253,84056-53681,84056-40126,84056-34331,84056-12554,,84056-79998:Keelan Cole,84056-79998,WR,Keelan,Keelan Cole,Cole,1.5,7,4800,LAC@LV,LV,LAC,4,,,,,,WR/FLEX,
2995251035,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-39280,84056-52808,84056-40669,84056-72846,84056-85671,84056-87260,84056-169776,84056-12548,,84056-88277:Anthony McFarland Jr.,84056-88277,RB,Anthony,Anthony McFarland Jr.,McFarland Jr.,5.099999905,1,4800,PIT@ATL,PIT,ATL,1,,,,,,RB/FLEX,
2995251045,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-40442,84056-53562,84056-40669,84056-83083,84056-85701,84056-80353,84056-57338,84056-12544,,84056-12550:Seattle Seahawks,84056-12550,D,Seattle,Seattle Seahawks,Seahawks,7.363636364,11,4800,SEA@LAR,SEA,LAR,4,,,,,,DEF,
2995251049,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-39280,84056-55050,84056-45889,84056-53498,84056-73687,84056-41872,84056-34331,84056-12528,,84056-43334:J.D. McKissic,84056-43334,RB,J.D.,J.D. McKissic,McKissic,5.287499905,8,4800,WAS@NYG,WAS,NYG,1,IR,Neck,,,,RB/FLEX,
2995251056,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-40442,84056-54140,84056-169776,84056-29253,84056-40647,84056-86244,84056-104433,84056-12555,,84056-27338:Rex Burkhead,84056-27338,RB,Rex,Rex Burkhead,Burkhead,4.470000076,10,4800,CLE@HOU,HOU,CLE,1,NA,Concussion,,,,RB/FLEX,
2995251060,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-63115,84056-58041,84056-73273,84056-53681,84056-55987,84056-57403,84056-52436,84056-41305,84056-12534,,84056-41872:Evan Engram,84056-41872,TE,Evan,Evan Engram,Engram,5.645454407,11,4800,JAC@DET,JAC,DET,1,,,,,,TE/FLEX,
2995251079,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-34331,84056-54140,84056-45889,84056-73111,84056-90576,84056-57299,84056-27050,84056-12532,,84056-56265:Mike Gesicki,84056-56265,TE,Mike,Mike Gesicki,Gesicki,5.718181957,11,4800,MIA@SF,MIA,SF,4,,,,,,TE/FLEX,
2995251087,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-63336,84056-39280,84056-40442,84056-56809,84056-72846,84056-91419,84056-57299,84056-40669,84056-12548,,84056-89157:Caleb Huntley,84056-89157,RB,Caleb,Caleb Huntley,Huntley,4.2,10,4800,PIT@ATL,ATL,PIT,1,,,,,,RB/FLEX,
2995251093,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-89951,84056-54140,84056-90912,84056-103564,84056-29253,84056-86997,84056-41872,84056-45631,84056-12547,,84056-54472:Cam Sims,84056-54472,WR,Cam,Cam Sims,Sims,1.166666667,9,4800,WAS@NYG,WAS,NYG,1,,,,,,WR/FLEX,
2995251104,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69189,84056-104433,84056-72731,84056-85671,84056-87418,84056-91426,84056-64031,84056-103564,84056-12532,,84056-52495:Braxton Berrios,84056-52495,WR,Braxton,Braxton Berrios,Berrios,3.543636322,11,4800,NYJ@MIN,NYJ,MIN,1,,,,,,WR/FLEX,
2995251112,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69189,84056-40442,84056-64401,84056-45439,84056-45889,84056-87418,84056-71706,84056-47870,84056-12532,,84056-56698:Dante Pettis,84056-56698,WR,Dante,Dante Pettis,Pettis,4.1,10,4800,GB@CHI,CHI,GB,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-73130:Chris Evans,84056-73130,RB,Chris,Chris Evans,Evans,0.571428571,7,4800,KC@CIN,CIN,KC,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-91872:Joshua Kelley,84056-91872,RB,Joshua,Joshua Kelley,Kelley,4.75,6,4800,LAC@LV,LAC,LV,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-71521:Justice Hill,84056-71521,RB,Justice,Justice Hill,Hill,3.088888804,9,4800,DEN@BAL,BAL,DEN,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-69581:Cedrick Wilson Jr.,84056-69581,WR,Cedrick,Cedrick Wilson Jr.,Wilson Jr.,1.862499952,8,4800,MIA@SF,MIA,SF,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-69752:Jalen Virgil,84056-69752,WR,Jalen,Jalen Virgil,Virgil,5.550000191,2,4700,DEN@BAL,DEN,BAL,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-90307:Daniel Bellinger,84056-90307,TE,Daniel,Daniel Bellinger,Bellinger,6.900000254,6,4700,WAS@NYG,NYG,WAS,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-88297:Chig Okonkwo,84056-88297,TE,Chig,Chig Okonkwo,Okonkwo,3.533333249,9,4700,TEN@PHI,TEN,PHI,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-12533:Green Bay Packers,84056-12533,D,Green Bay,Green Bay Packers,Packers,5.083333333,12,4700,GB@CHI,GB,CHI,1,,,,,,DEF,
,,,,,,,,,,,,,84056-43416:Trent Taylor,84056-43416,WR,Trent,Trent Taylor,Taylor,0.50999999,10,4700,KC@CIN,CIN,KC,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-63907:Josh Oliver,84056-63907,TE,Josh,Josh Oliver,Oliver,3.8125,8,4700,DEN@BAL,BAL,DEN,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-31184:Jonathan Williams,84056-31184,RB,Jonathan,Jonathan Williams,Williams,1.899999976,4,4700,WAS@NYG,WAS,NYG,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-70601:Harrison Bryant,84056-70601,TE,Harrison,Harrison Bryant,Bryant,3.933333503,9,4700,CLE@HOU,CLE,HOU,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-152631:Samori Toure,84056-152631,WR,Samori,Samori Toure,Toure,5.166666667,3,4700,GB@CHI,GB,CHI,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-70889:Benny Snell Jr.,84056-70889,RB,Benny,Benny Snell Jr.,Snell Jr.,4.433333397,3,4700,PIT@ATL,PIT,ATL,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-64827:Miles Boykin,84056-64827,WR,Miles,Miles Boykin,Boykin,0.800000012,2,4700,PIT@ATL,PIT,ATL,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-114100:Isaiah Spiller,84056-114100,RB,Isaiah,Isaiah Spiller,Spiller,1.380000019,5,4700,LAC@LV,LAC,LV,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-91578:Zamir White,84056-91578,RB,Zamir,Zamir White,White,0.671428544,7,4700,LAC@LV,LV,LAC,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-69451:Jack Stoll,84056-69451,TE,Jack,Jack Stoll,Stoll,1.157142912,7,4700,TEN@PHI,PHI,TEN,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-94087:DeeJay Dallas,84056-94087,RB,DeeJay,DeeJay Dallas,Dallas,1.218181784,11,4700,SEA@LAR,SEA,LAR,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-61555:David Sills V,84056-61555,WR,David,David Sills V,Sills V,2.300000054,7,4600,WAS@NYG,NYG,WAS,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-57543:D'Ernest Johnson,84056-57543,RB,D'Ernest,D'Ernest Johnson,Johnson,0.975000024,4,4600,CLE@HOU,CLE,HOU,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-63717:Alec Ingold,84056-63717,RB,Alec,Alec Ingold,Ingold,3.771428517,7,4600,MIA@SF,MIA,SF,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-12545:Philadelphia Eagles,84056-12545,D,Philadelphia,Philadelphia Eagles,Eagles,9.363636364,11,4600,TEN@PHI,PHI,TEN,1,,,,,,DEF,
,,,,,,,,,,,,,84056-90408:Dax Milne,84056-90408,WR,Dax,Dax Milne,Milne,1.154545437,11,4600,WAS@NYG,WAS,NYG,1,NA,Foot,,,,WR/FLEX,
,,,,,,,,,,,,,84056-22898:Brandon Bolden,84056-22898,RB,Brandon,Brandon Bolden,Bolden,3.26666673,6,4600,LAC@LV,LV,LAC,4,Q,Calf,,,,RB/FLEX,
,,,,,,,,,,,,,84056-53640:Sony Michel,84056-53640,RB,Sony,Sony Michel,Michel,2.039999962,10,4600,LAC@LV,LAC,LV,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-55694:Mike Thomas,84056-55694,WR,Mike,Mike Thomas,Thomas,1.700000048,4,4600,KC@CIN,CIN,KC,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-72182:Dee Eskridge,84056-72182,WR,Dee,Dee Eskridge,Eskridge,1.144444466,9,4600,SEA@LAR,SEA,LAR,4,IR,Hand,,,,WR/FLEX,
,,,,,,,,,,,,,84056-39428:Kyle Juszczyk,84056-39428,RB,Kyle,Kyle Juszczyk,Juszczyk,3.266666624,9,4600,MIA@SF,SF,MIA,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-88607:Braylon Sanders,84056-88607,WR,Braylon,Braylon Sanders,Sanders,0.699999988,1,4600,MIA@SF,MIA,SF,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-53913:Cody Hollister,84056-53913,WR,Cody,Cody Hollister,Hollister,1.725000024,4,4600,TEN@PHI,TEN,PHI,1,NA,Neck,,,,WR/FLEX,
