entry_id,contest_id,contest_name,QB,RB,RB,WR,WR,WR,TE,FLEX,DEF,,Instructions,,,,,,,,,,,,,,,,,,
2999414763,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-57439,84373-53562,84373-55050,84373-85701,84373-90561,84373-94534,84373-93143,84373-91931,84373-12532,,84373-94625:Jalen Reagor,84373-94625,WR,Jalen,Jalen Reagor,Reagor,1.683333397,12,4800,MIN@DET,MIN,DET,1,,,,,,WR/FLEX
2999414764,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-63519,84373-54140,84373-86055,84373-63819,84373-85671,84373-89981,84373-88297,84373-52917,84373-12547,,84373-73130:Chris Evans,84373-73130,RB,Chris,Chris Evans,Evans,1.412500024,8,4800,CLE@CIN,CIN,CLE,1,,,,,,RB/FLEX
2999414765,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-57439,84373-54140,84373-89956,84373-40647,84373-53639,84373-86631,84373-91931,84373-34331,84373-12547,,84373-34295:Breshad Perriman,84373-34295,WR,Breshad,Breshad Perriman,Perriman,2.485714231,7,4800,TB@SF,TB,SF,4,,,,,,WR/FLEX
2999414768,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-54879,84373-39280,84373-52442,84373-110246,84373-85701,84373-90576,84373-55335,84373-54782,84373-12531,,84373-91677:Shi Smith,84373-91677,WR,Shi,Shi Smith,Smith,1.981818112,11,4800,CAR@SEA,CAR,SEA,4,,,,,,WR/FLEX
2999414770,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-39280,84373-91598,84373-63819,84373-73048,84373-90576,84373-72515,84373-41305,84373-12532,,84373-87662:Anthony Schwartz,84373-87662,WR,Anthony,Anthony Schwartz,Schwartz,2.799999873,6,4800,CLE@CIN,CLE,CIN,1,IR,Concussion,,,,WR/FLEX
2999414771,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22038,84373-52442,84373-91598,84373-14190,84373-53498,84373-72846,84373-71706,84373-34331,84373-12526,,84373-63186:James Proche II,84373-63186,WR,James,James Proche II,Proche II,1.839999962,5,4800,BAL@PIT,BAL,PIT,1,,,,,,WR/FLEX
2999414772,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-54879,84373-54140,84373-92575,84373-40669,84373-53097,84373-85701,84373-57338,84373-31001,84373-12526,,84373-72453:Denzel Mims,84373-72453,WR,Denzel,Denzel Mims,Mims,2.883333206,6,4800,NYJ@BUF,NYJ,BUF,1,,,,,,WR/FLEX
2999414775,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22038,84373-39280,84373-91626,84373-41305,84373-52917,84373-86997,84373-40371,84373-103564,84373-12530,,84373-55165:Justin Jackson,84373-55165,RB,Justin,Justin Jackson,Jackson,3.020000076,10,4800,MIN@DET,DET,MIN,1,,,,,,RB/FLEX
2999414776,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-39280,84373-40167,84373-56018,84373-89981,84373-94534,84373-91931,84373-41305,84373-12532,,84373-63591:Ronald Jones II,84373-63591,RB,Ronald,Ronald Jones II,Jones II,3.900000095,1,4700,KC@DEN,KC,DEN,4,,,,,,RB/FLEX
2999414777,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22038,84373-34331,84373-91598,84373-55635,84373-55987,84373-72846,84373-71706,84373-52917,84373-12534,,84373-104577:Gunner Olszewski,84373-104577,WR,Gunner,Gunner Olszewski,Olszewski,0.744444423,9,4700,BAL@PIT,PIT,BAL,1,,,,,,WR/FLEX
2999414779,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-63589,84373-39280,84373-55050,84373-39716,84373-63043,84373-73048,84373-40126,84373-29685,84373-12547,,84373-170184:Julius Chestnut,84373-170184,RB,Julius,Julius Chestnut,Chestnut,1.299999952,1,4700,JAC@TEN,TEN,JAC,1,,,,,,RB/FLEX
2999414781,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-45229,84373-52442,84373-40669,84373-53390,84373-86631,84373-71705,84373-39280,84373-12547,,84373-88277:Anthony McFarland Jr.,84373-88277,RB,Anthony,Anthony McFarland Jr.,McFarland Jr.,5.099999905,1,4700,BAL@PIT,PIT,BAL,1,,,,,,RB/FLEX
2999414784,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-26483,84373-54140,84373-92575,84373-52917,84373-63043,84373-73048,84373-54782,84373-39793,84373-12530,,84373-12545:Philadelphia Eagles,84373-12545,D,Philadelphia,Philadelphia Eagles,Eagles,9.416666667,12,4700,PHI@NYG,PHI,NYG,1,,,,,,DEF
2999414785,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22038,84373-40167,84373-91598,84373-52917,84373-72846,84373-94534,84373-71706,84373-39280,84373-12529,,84373-52495:Braxton Berrios,84373-52495,WR,Braxton,Braxton Berrios,Berrios,3.406666756,12,4700,NYJ@BUF,NYJ,BUF,1,,,,,,WR/FLEX
2999414787,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22038,84373-55050,84373-71845,84373-86997,84373-91426,84373-94534,84373-86244,84373-39716,84373-12547,,84373-102729:Snoop Conner,84373-102729,RB,Snoop,Snoop Conner,Conner,0.850000024,2,4700,JAC@TEN,JAC,TEN,1,,,,,,RB/FLEX
2999414790,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-26483,84373-54140,84373-55830,84373-25079,84373-39716,84373-90576,84373-71705,84373-103252,84373-12529,,84373-43416:Trent Taylor,84373-43416,WR,Trent,Trent Taylor,Taylor,0.436363654,11,4700,CLE@CIN,CIN,CLE,1,,,,,,WR/FLEX
2999414791,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22038,84373-63759,84373-64401,84373-52917,84373-69956,84373-86631,84373-71705,84373-39716,84373-12530,,84373-92590:Raheem Blackshear,84373-92590,RB,Raheem,Raheem Blackshear,Blackshear,2.262500048,8,4700,CAR@SEA,CAR,SEA,4,,,,,,RB/FLEX
2999414792,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-38435,84373-39280,84373-91626,84373-63043,84373-69956,84373-85671,84373-71706,84373-52917,84373-12531,,84373-88548:Jalen Tolbert,84373-88548,WR,Jalen,Jalen Tolbert,Tolbert,1.100000024,2,4700,HOU@DAL,DAL,HOU,1,,,,,,WR/FLEX
2999414793,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-39280,84373-54608,84373-63043,84373-90576,84373-94534,84373-86244,84373-52917,84373-12530,,84373-102893:Tyrion Davis-Price,84373-102893,RB,Tyrion,Tyrion Davis-Price,Davis-Price,1.850000024,2,4700,TB@SF,SF,TB,4,,,,,,RB/FLEX
2999414796,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-92020,84373-40167,84373-64401,84373-86631,84373-90576,84373-91426,84373-86244,84373-73048,84373-12551,,84373-71241:Brandon Johnson,84373-71241,WR,Brandon,Brandon Johnson,Johnson,4.349999905,2,4700,KC@DEN,DEN,KC,4,,,,,,WR/FLEX
2999414798,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-54879,84373-71845,84373-91626,84373-31001,84373-40669,84373-85701,84373-90307,84373-54140,84373-12550,,84373-61060:Devine Ozigbo,84373-61060,RB,Devine,Devine Ozigbo,Ozigbo,0.5,2,4700,KC@DEN,DEN,KC,4,,,,,,RB/FLEX
2999414799,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-55050,84373-71845,84373-40647,84373-86631,84373-94534,84373-86244,84373-34331,84373-12529,,84373-85762:Eno Benjamin,84373-85762,RB,Eno,Eno Benjamin,Benjamin,7.430000305,10,4700,HOU@DAL,HOU,DAL,1,,,,,,RB/FLEX
2999414801,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22038,84373-55050,84373-63759,84373-41305,84373-53097,84373-89981,84373-71706,84373-39716,84373-12547,,84373-86811:Cade Otton,84373-86811,TE,Cade,Cade Otton,Otton,6.544444614,9,4700,TB@SF,TB,SF,4,,,,,,TE/FLEX
2999414802,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-54879,84373-39280,84373-92575,84373-53097,84373-85701,84373-91426,84373-86244,84373-29685,84373-12545,,84373-69451:Jack Stoll,84373-69451,TE,Jack,Jack Stoll,Stoll,1.712499976,8,4700,PHI@NYG,PHI,NYG,1,,,,,,TE/FLEX
2999414803,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-39280,84373-89956,84373-33047,84373-72846,84373-90576,84373-90307,84373-34331,84373-12532,,84373-57338:Jordan Akins,84373-57338,TE,Jordan,Jordan Akins,Akins,5.409999847,10,4700,HOU@DAL,HOU,DAL,1,,,,,,TE/FLEX
2999414805,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-54879,84373-55050,84373-86055,84373-27050,84373-69956,84373-90576,84373-55335,84373-52442,84373-12532,,84373-70680:Jalen Camp,84373-70680,WR,Jalen,Jalen Camp,Camp,1.200000048,1,4600,HOU@DAL,HOU,DAL,1,,,,,,WR/FLEX
2999414807,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-92020,84373-54140,84373-55050,84373-52917,84373-69956,84373-85671,84373-86244,84373-40669,84373-12554,,84373-55366:Qadree Ollison,84373-55366,RB,Qadree,Qadree Ollison,Ollison,2.950000127,6,4600,HOU@DAL,DAL,HOU,1,,,,,,RB/FLEX
2999414810,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-39280,84373-71444,84373-86631,84373-90576,84373-94534,84373-55042,84373-52917,84373-12532,,84373-68714:Ko Kieft,84373-68714,TE,Ko,Ko Kieft,Kieft,2.649999936,6,4600,TB@SF,TB,SF,4,,,,,,TE/FLEX
2999414813,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-39280,84373-86875,84373-41305,84373-56018,84373-86631,84373-64585,84373-32384,84373-12529,,84373-61555:David Sills V,84373-61555,WR,David,David Sills V,Sills V,2.300000054,7,4600,PHI@NYG,NYG,PHI,1,,,,,,WR/FLEX
2999414816,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-39280,84373-63759,84373-52917,84373-86631,84373-90576,84373-57338,84373-33047,84373-12547,,84373-69752:Jalen Virgil,84373-69752,WR,Jalen,Jalen Virgil,Virgil,5.550000191,2,4600,KC@DEN,DEN,KC,4,,,,,,WR/FLEX
2999414818,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-45229,84373-54140,84373-25079,84373-45439,84373-53097,84373-55042,84373-103564,84373-12547,,84373-83081:Chase Edmonds,84373-83081,RB,Chase,Chase Edmonds,Edmonds,4.659999847,10,4600,KC@DEN,DEN,KC,4,IR,Ankle,,,,RB/FLEX
2999414821,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-45631,84373-55050,84373-41305,84373-85671,84373-94534,84373-71705,84373-40126,84373-12547,,84373-57543:D'Ernest Johnson,84373-57543,RB,D'Ernest,D'Ernest Johnson,Johnson,0.975000024,4,4600,CLE@CIN,CLE,CIN,1,,,,,,RB/FLEX
2999414829,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-72776,84373-89956,84373-53498,84373-63819,84373-72846,84373-91931,84373-39280,84373-12547,,84373-87260:Isaiah Likely,84373-87260,TE,Isaiah,Isaiah Likely,Likely,4.659999847,10,4600,BAL@PIT,BAL,PIT,1,,,,,,TE/FLEX
2999414831,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-54879,84373-54140,84373-91626,84373-31001,84373-85701,84373-91426,84373-52436,84373-25813,84373-12534,,84373-91361:Hassan Haskins,84373-91361,RB,Hassan,Hassan Haskins,Haskins,0.800000012,8,4600,JAC@TEN,TEN,JAC,1,Q,Hip,,,,RB/FLEX
2999414832,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22038,84373-39280,84373-53562,84373-39716,84373-45439,84373-85671,84373-64585,84373-25813,84373-12547,,84373-29949:Marvin Hall,84373-29949,WR,Marvin,Marvin Hall,Hall,1.5,1,4600,JAC@TEN,JAC,TEN,1,,,,,,WR/FLEX
2999414833,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-39280,84373-63759,84373-53390,84373-53498,84373-73048,84373-64585,84373-34331,84373-12530,,84373-12549:San Francisco 49ers,84373-12549,D,San Francisco,San Francisco 49ers,49ers,9.916666667,12,4600,TB@SF,SF,TB,4,,,,,,DEF
2999414835,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-54140,84373-86055,84373-103564,84373-55987,84373-90576,84373-64585,84373-34331,84373-12555,,84373-60705:Tyron Johnson,84373-60705,WR,Tyron,Tyron Johnson,Johnson,0.649999976,2,4600,CLE@CIN,CIN,CLE,1,,,,,,WR/FLEX
2999414837,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-28827,84373-54140,84373-63043,84373-85671,84373-94534,84373-86244,84373-53097,84373-12547,,84373-64827:Miles Boykin,84373-64827,WR,Miles,Miles Boykin,Boykin,0.800000012,2,4600,BAL@PIT,PIT,BAL,1,,,,,,WR/FLEX
2999414838,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22038,84373-86055,84373-91598,84373-45439,84373-86631,84373-94534,84373-71706,84373-53562,84373-12553,,84373-89437:Tim Jones,84373-89437,WR,Tim,Tim Jones,Jones,1.125,4,4600,JAC@TEN,JAC,TEN,1,,,,,,WR/FLEX
2999414841,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-31716,84373-63759,84373-86055,84373-53097,84373-85798,84373-86631,84373-91931,84373-54140,84373-12529,,84373-56708:Will Dissly,84373-56708,TE,Will,Will Dissly,Dissly,5.225000064,12,4600,CAR@SEA,SEA,CAR,4,Q,Calf,,,,TE/FLEX
2999414843,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-54140,84373-90575,84373-25079,84373-56018,84373-88575,84373-88297,84373-34331,84373-12547,,84373-55694:Mike Thomas,84373-55694,WR,Mike,Mike Thomas,Thomas,1.700000048,4,4600,CLE@CIN,CIN,CLE,1,,,,,,WR/FLEX
2999414844,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22038,84373-63759,84373-91598,84373-22103,84373-55987,84373-90561,84373-71706,84373-39280,84373-12547,,84373-87515:Tylan Wallace,84373-87515,WR,Tylan,Tylan Wallace,Wallace,0.899999976,4,4600,BAL@PIT,BAL,PIT,1,IR,Hamstring,,,,WR/FLEX
2999414846,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-92020,84373-54140,84373-91598,84373-69956,84373-85701,84373-91426,84373-86244,84373-71706,84373-12534,,84373-32235:Marcus Johnson,84373-32235,WR,Marcus,Marcus Johnson,Johnson,2.325000048,4,4600,PHI@NYG,NYG,PHI,1,,,,,,WR/FLEX
2999414847,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-103252,84373-71845,84373-39716,84373-55987,84373-91426,84373-60451,84373-25079,84373-12530,,84373-72182:Dee Eskridge,84373-72182,WR,Dee,Dee Eskridge,Eskridge,1.144444466,9,4600,CAR@SEA,SEA,CAR,4,IR,Hand,,,,WR/FLEX
2999414850,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-54879,84373-38791,84373-55050,84373-63855,84373-85701,84373-94534,84373-55335,84373-63043,84373-12547,,84373-86518:Khalil Shakir,84373-86518,WR,Khalil,Khalil Shakir,Shakir,3.257142748,7,4600,NYJ@BUF,BUF,NYJ,1,,,,,,WR/FLEX
2999414852,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-54879,84373-91598,84373-92575,84373-114180,84373-40669,84373-85701,84373-64585,84373-54140,84373-12530,,84373-39428:Kyle Juszczyk,84373-39428,RB,Kyle,Kyle Juszczyk,Juszczyk,3.809999847,10,4600,TB@SF,SF,TB,4,,,,,,RB/FLEX
2999414855,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-38791,84373-54140,84373-33047,84373-39716,84373-86631,84373-64585,84373-103252,84373-12529,,84373-89613:Simi Fehoko,84373-89613,WR,Simi,Simi Fehoko,Fehoko,1.950000048,2,4600,HOU@DAL,DAL,HOU,1,IR,Shoulder,,,,WR/FLEX
2999414856,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-57439,84373-54140,84373-63759,84373-25079,84373-25813,84373-40647,84373-40126,84373-34331,84373-12545,,84373-60957:KaVontae Turpin,84373-60957,WR,KaVontae,KaVontae Turpin,Turpin,0.281818173,11,4600,HOU@DAL,DAL,HOU,1,,,,,,WR/FLEX
2999414857,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-54140,84373-91626,84373-52917,84373-85671,84373-90576,84373-88297,84373-39716,84373-12529,,84373-73247:Kene Nwangwu,84373-73247,RB,Kene,Kene Nwangwu,Nwangwu,0.788888878,9,4600,MIN@DET,MIN,DET,1,,,,,,RB/FLEX
2999414860,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22038,84373-45631,84373-55050,84373-22103,84373-73048,84373-90576,84373-71706,84373-34331,84373-12547,,84373-95854:Montrell Washington,84373-95854,WR,Montrell,Montrell Washington,Washington,0.266666671,12,4600,KC@DEN,DEN,KC,4,,,,,,WR/FLEX
2999414862,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-54140,84373-54608,84373-73048,84373-91426,84373-94534,84373-90307,84373-72846,84373-12547,,84373-53913:Cody Hollister,84373-53913,WR,Cody,Cody Hollister,Hollister,1.725000024,4,4600,JAC@TEN,TEN,JAC,1,IR,Neck,,,,WR/FLEX
2999414864,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-63336,84373-71845,84373-86055,84373-40669,84373-86631,84373-90576,84373-90307,84373-64401,84373-12547,,84373-69276:Bryan Edwards,84373-69276,WR,Bryan,Bryan Edwards,Edwards,0.75,4,4600,KC@DEN,KC,DEN,4,,,,,,WR/FLEX
2999414865,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-40167,84373-63759,84373-40647,84373-69956,84373-72846,84373-64585,84373-39280,84373-12529,,84373-65182:Mitchell Wilcox,84373-65182,TE,Mitchell,Mitchell Wilcox,Wilcox,1.583333333,6,4600,CLE@CIN,CIN,CLE,1,,,,,,TE/FLEX
2999414866,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-70051,84373-63759,84373-86055,84373-14190,84373-53097,84373-85671,84373-71706,84373-39280,84373-12529,,84373-89785:Spencer Brown,84373-89785,RB,Spencer,Spencer Brown,Brown,3.150000095,2,4600,CAR@SEA,CAR,SEA,4,,,,,,RB/FLEX
2999414867,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-54140,84373-92575,84373-64389,84373-85701,84373-90576,84373-41872,84373-61042,84373-12547,,84373-92859:Jalen Nailor,84373-92859,WR,Jalen,Jalen Nailor,Nailor,1.899999976,2,4600,MIN@DET,MIN,DET,1,,,,,,WR/FLEX
2999414868,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-57439,84373-52442,84373-86055,84373-25079,84373-40647,84373-52917,84373-64585,84373-103564,84373-12547,,84373-30403:Chris Conley,84373-30403,WR,Chris,Chris Conley,Conley,0,2,4600,JAC@TEN,TEN,JAC,1,,,,,,WR/FLEX
2999414869,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-54140,84373-86055,84373-39716,84373-63855,84373-88575,84373-71706,84373-25079,84373-12547,,84373-27338:Rex Burkhead,84373-27338,RB,Rex,Rex Burkhead,Burkhead,4.470000076,10,4600,HOU@DAL,HOU,DAL,1,,,,,,RB/FLEX
2999414871,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-38435,84373-103252,84373-39280,84373-63855,84373-85671,84373-86997,84373-91931,84373-41872,84373-12547,,84373-70372:Chester Rogers,84373-70372,WR,Chester,Chester Rogers,Rogers,-0.666666667,3,4600,CLE@CIN,CLE,CIN,1,,,,,,WR/FLEX
2999414872,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-55050,84373-63759,84373-32384,84373-86631,84373-90576,84373-64585,84373-25813,84373-12532,,84373-91902:Kyle Philips,84373-91902,WR,Kyle,Kyle Philips,Philips,1.950000048,4,4600,JAC@TEN,TEN,JAC,1,IR,Hamstring,,,,WR/FLEX
2999414874,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-39280,84373-86055,84373-32243,84373-86997,84373-87859,84373-64585,84373-38791,84373-12547,,84373-70426:Reggie Gilliam,84373-70426,RB,Reggie,Reggie Gilliam,Gilliam,5.066666603,3,4600,NYJ@BUF,BUF,NYJ,1,O,Ankle,,,,RB/FLEX
2999414875,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-54879,84373-38791,84373-39280,84373-29685,84373-31001,84373-85701,84373-55042,84373-25813,84373-12532,,84373-64339:Auden Tate,84373-64339,WR,Auden,Auden Tate,Tate,2.849999905,4,4600,PHI@NYG,PHI,NYG,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-64350:Jeff Smith,84373-64350,WR,Jeff,Jeff Smith,Smith,1.283333302,6,4600,NYJ@BUF,NYJ,BUF,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-89970:Amari Rodgers,84373-89970,WR,Amari,Amari Rodgers,Rodgers,0.3,10,4600,HOU@DAL,HOU,DAL,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-89997:Michael Woods II,84373-89997,WR,Michael,Michael Woods II,Woods II,1.033333302,3,4600,CLE@CIN,CLE,CIN,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-94094:Brevin Jordan,84373-94094,TE,Brevin,Brevin Jordan,Jordan,2.133333365,6,4600,HOU@DAL,HOU,DAL,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-91046:Brock Wright,84373-91046,TE,Brock,Brock Wright,Wright,3.325000048,8,4600,MIN@DET,DET,MIN,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-30635:Mike Davis,84373-30635,RB,Mike,Mike Davis,Davis,0.64000001,5,4600,BAL@PIT,BAL,PIT,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-63419:Andy Isabella,84373-63419,WR,Andy,Andy Isabella,Isabella,1.549999952,2,4600,BAL@PIT,BAL,PIT,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-92093:Jaelon Darden,84373-92093,WR,Jaelon,Jaelon Darden,Darden,0.345454541,11,4600,CLE@CIN,CLE,CIN,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-104388:Tom Kennedy,84373-104388,WR,Tom,Tom Kennedy,Kennedy,3.01666673,6,4600,MIN@DET,DET,MIN,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-63447:Penny Hart,84373-63447,WR,Penny,Penny Hart,Hart,2,1,4600,CAR@SEA,SEA,CAR,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-104424:Craig Reynolds,84373-104424,RB,Craig,Craig Reynolds,Reynolds,4.383333206,6,4600,MIN@DET,DET,MIN,1,IR,Ribs,,,,RB/FLEX
,,,,,,,,,,,,,84373-70662:Tyler Vaughns,84373-70662,WR,Tyler,Tyler Vaughns,Vaughns,,,4500,BAL@PIT,PIT,BAL,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-111631:Jameson Williams,84373-111631,WR,Jameson,Jameson Williams,Williams,0,1,4500,MIN@DET,DET,MIN,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-170000:Shemar Bridges,84373-170000,WR,Shemar,Shemar Bridges,Bridges,,,4500,BAL@PIT,BAL,PIT,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-72725:Irv Smith Jr.,84373-72725,TE,Irv,Irv Smith Jr.,Smith Jr.,5.685714177,7,4500,MIN@DET,MIN,DET,1,IR,Ankle,,,,TE/FLEX
,,,,,,,,,,,,,84373-27671:Jake Kumerow,84373-27671,WR,Jake,Jake Kumerow,Kumerow,2.099999905,4,4500,NYJ@BUF,BUF,NYJ,1,IR,Ankle,,,,WR/FLEX
,,,,,,,,,,,,,84373-71723:Dez Fitzpatrick,84373-71723,WR,Dez,Dez Fitzpatrick,Fitzpatrick,4.46666654,3,4500,JAC@TEN,TEN,JAC,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-64555:Calvin Ridley,84373-64555,WR,Calvin,Calvin Ridley,Ridley,11.11999969,5,4500,JAC@TEN,JAC,TEN,1,IR,Suspension,,,,WR/FLEX
,,,,,,,,,,,,,84373-79920:Cyril Grayson Jr.,84373-79920,WR,Cyril,Cyril Grayson Jr.,Grayson Jr.,13.19999949,3,4500,CLE@CIN,CLE,CIN,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-94277:Thomas Hennigan,84373-94277,WR,Thomas,Thomas Hennigan,Hennigan,,,4500,MIN@DET,MIN,DET,1,IR,Undisclosed,,,,WR/FLEX
,,,,,,,,,,,,,84373-27721:Justin Hardee Sr.,84373-27721,WR,Justin,Justin Hardee Sr.,Hardee Sr.,0,1,4500,NYJ@BUF,NYJ,BUF,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-68685:Austin Mack,84373-68685,WR,Austin,Austin Mack,Mack,,,4500,TB@SF,SF,TB,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-71756:Aaron Fuller,84373-71756,WR,Aaron,Aaron Fuller,Fuller,,,4500,CAR@SEA,SEA,CAR,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-68686:C.J. Saunders,84373-68686,WR,C.J.,C.J. Saunders,Saunders,2.099999905,1,4500,CAR@SEA,CAR,SEA,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-89172:John Lovett,84373-89172,RB,John,John Lovett,Lovett,,,4500,CAR@SEA,CAR,SEA,4,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-68694:Antonio Williams,84373-68694,RB,Antonio,Antonio Williams,Williams,,,4500,PHI@NYG,NYG,PHI,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-65627:Maurice Alexander,84373-65627,WR,Maurice,Maurice Alexander,Alexander,0.400000016,3,4500,MIN@DET,DET,MIN,1,Q,Ankle,,,,WR/FLEX
,,,,,,,,,,,,,84373-86113:Ihmir Smith-Marsette,84373-86113,WR,Ihmir,Ihmir Smith-Marsette,Smith-Marsette,-0.025,4,4500,KC@DEN,KC,DEN,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-94310:Malik Williams,84373-94310,WR,Malik,Malik Williams,Williams,,,4500,NYJ@BUF,BUF,NYJ,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-68712:Tyler Johnson,84373-68712,WR,Tyler,Tyler Johnson,Johnson,3.588235294,17,4500,TB@SF,TB,SF,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-86125:Brandon Smith,84373-86125,WR,Brandon,Brandon Smith,Smith,,,4500,HOU@DAL,DAL,HOU,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-103539:Wan'Dale Robinson,84373-103539,WR,Wan'Dale,Wan'Dale Robinson,Robinson,6.683333079,6,4500,PHI@NYG,NYG,PHI,1,IR,Knee - acl,,,,WR/FLEX
